id,target,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,BOD5_1,BOD5_2,BOD5_3,BOD5_4,BOD5_5,BOD5_6,BOD5_7
12,8.32,0.2904334976055699,-0.1747993851493844,0,0.7168729914936322,0.8961445525642803,0,-0.103685917217738,0.2440182775432856,-0.4377897756070913,0,0.2937541405352374,-0.1224709601677156,-0.599923717215543,0,-0.4812371539193028,-0.2682096984393227,0,0,0,0.0786403669435322,0,0,-0.1068828502613743,2.383617780077223,0,0,2.23711280754295,1.6407915106622202,0.8752574463292839,-0.6459048615979279,0,0,0.1509010430075,0,0
13,7.42,0.3891076949706298,-0.2774861385250299,0,0.8193550028833996,0.1262099483825783,0,0.3623315247191724,3.3700003821872646,3.985305697491067,0,0.2937541405352374,-0.0493118850472844,-0.599923717215543,0,-0.3027576316771252,-0.2682096984393227,0,0,0,0.9898167147275876,0,0,-1.092622784830962,2.383617780077223,0,0,2.23711280754295,1.6407915106622202,2.928646807530144,1.6452274272906249,0,0,0.1509010430075,0,0
14,8.05,-0.0549261931721387,-0.0941169360685198,0,0.7168729914936322,0.1298850538917991,0,-0.9124516712888918,0.0684013053722756,0.0819239424819422,0,-1.2427343772944712,0.037661802662377,2.6313152201538017,0,-0.1618527456964588,-0.0915453184652557,0,0,0,-0.1194414477921317,0,0,-0.6916438283958756,-0.5213454813920325,0,0,-0.8109299760029217,-0.531651052281852,0.4148004380600002,-0.3259865307093993,0,0,0.1549286140606846,0,0
15,8.12,0.2904334976055699,-0.1161212403633011,0,0.7168729914936322,0.1262099483825783,0,-0.9124516712888918,-0.1423390612329364,-0.2166350019521834,0,-0.6108984701474824,-0.1724759663005635,-0.599923717215543,0,-0.3027576316771252,-0.2682096984393227,0,0,0,0.9898167147275876,0,0,-1.379991036942774,-0.8551563690916807,0,0,-0.4360076907320443,-0.914914880180382,-0.3069970343621204,-0.93997120615203,0,0,0.1509010430075,0,0
16,8.59,0.3891076949706298,-0.1014517041667803,0,0.2078790015911211,0.1298850538917991,0,-0.9124516712888918,-0.1423390612329364,-0.2166350019521834,0,-0.411969623819345,0.037661802662377,-0.5034688235627269,0,-0.6597166761614803,-0.1672586241684273,0,0,0,-0.1194414477921317,0,0,-0.5913990892871038,-0.5213454813920325,0,0,-0.8109299760029217,-0.4487333972076509,1.5348309987150148,1.257447632274227,0,0,-0.5673491281438157,0,0
17,9.5,0.0273023046320777,-0.0427735593806971,0,-1.1585478169391077,-0.2210875222387619,0,0.3623315247191724,-0.4057645194894514,-0.4377897756070913,0,-0.2865497226105575,0.037661802662377,-0.2784074050394889,0,-0.1148844503695699,-0.3388754504289495,0,0,0,-0.0137978132664442,0,0,2.566310192639203,0.126640359436696,0,0,0.6503758963874087,0.6365665769857828,-0.2696626823402864,-0.3098290392503825,0,0,-0.5673491281438157,0,0
18,8.12,-0.2358288883414151,-0.1161212403633011,0,-1.3430154374406889,-1.2464419593112912,0,0.3623315247191724,0.2440182775432856,-0.4377897756070913,0,0.2937541405352374,-0.0493118850472844,-0.5034688235627269,0,-0.2088210410233476,-0.4448740784133897,0,0,0,0.9898167147275876,0,0,2.415943083976045,0.386527728753031,0,0,0.708636214939556,1.2962225884649836,-0.0083222181874499,1.257447632274227,0,0,0.1509010430075,0,0
19,7.42,-0.3673944848281615,-0.1747993851493844,0,-0.611977089527016,-0.173311150618895,0,-0.924477927855006,-0.2477092445355423,-0.260865956683165,0,-0.6071093492650418,-0.1764646924706935,-0.1819525113866727,0,-0.3497259270040141,-0.394398541277942,0,0,0,0.0786403669435322,0,0,-0.8253034805409044,-0.8574664790411591,0,0,-0.7684342142354732,-0.9407114839812448,-0.3069970343621204,-0.6168213769716981,0,0,5.279341517396332,0,0
20,8.6,0.2904334976055699,-0.1014517041667803,0,0.2078790015911211,0.1298850538917991,0,-0.9124516712888918,-0.6691899777459666,-0.4377897756070913,0,0.2937541405352374,-0.0493118850472844,-0.2784074050394889,0,-0.3027576316771252,-0.2682096984393227,0,0,0,-0.1194414477921317,0,0,-0.5913990892871038,-0.5213454813920325,0,0,-0.8109299760029217,-0.914914880180382,0.0912360538707736,0.4172580764053641,0,0,-0.2921317728428442,0,0
21,8.09,-0.3673944848281615,-0.2334775299354675,0,-1.230285224911945,1.3206192388792524,0,-0.3201585354077868,-0.1423390612329364,-0.4377897756070913,0,-0.6487896789718897,-0.2331824328898575,-0.1208644120732223,0,-0.3027576316771252,-0.3186852355747704,0,0,0,0.0654349126278215,0,0,-0.5245692632145895,-0.0905099758142861,0,0,0.3282306055696528,0.1795981667990739,-0.1576596262747852,-1.004601171988096,0,0,0.1911767535393495,0,0
22,9.1,-0.8114283729709301,0.0060759961537171,0,-1.2951904987921306,-1.2464419593112912,0,0.753184863117871,0.3739748369498331,0.188078233836298,0,0.2937541405352374,-0.0493118850472844,-0.599923717215543,0,0.3547985028993181,0.6756828459935496,0,0,0,0.9898167147275876,0,0,0.2105588235830692,-0.1482627245512494,0,0,2.23711280754295,1.6407915106622202,-0.4229824213099508,0.2233681788971645,0,0,0.1509010430075,0,0
23,8.08,-0.6469713773624972,-0.1161212403633011,0,-0.113231300763482,0.0104441248421316,0,2.172283137919301,1.947502907602083,0.9444275597360828,0,-1.0940113826586733,-0.1365774307693945,-0.3105590362570943,0,-0.2370020182194809,-0.4701118469811136,0,0,0,-0.6872759833677023,0,0,1.6587611545744567,0.0711977206492112,0,0,0.506438638787986,0.4559903503797448,0.0479282055254465,-0.1792765082615285,0,0,-0.2921317728428442,0,0
24,8.09,0.2904334976055699,-0.1454603127563426,0,0.7168729914936322,0.8961445525642803,0,-0.103685917217738,3.3700003821872646,3.985305697491067,0,0.2937541405352374,-0.0493118850472844,-0.599923717215543,0,-0.6597166761614803,-0.1672586241684273,0,0,0,0.0786403669435322,0,0,-0.1302732893867543,-0.5213454813920325,0,0,-0.8109299760029217,1.8711183303127792,-0.829677962667794,-1.4440849396733475,0,0,0.1509010430075,0,0
25,8.67,0.2355048610723534,-0.052602148632366,0,-0.3865166644695281,0.8961445525642803,0,2.3526769864110086,0.4652956624787582,0.3141364548195956,0,-0.5085922063215833,-0.0445448708439585,-0.8249851357387813,0,-0.0209478597157923,-0.1672586241684273,0,0,0,-0.1986741736863974,0,0,1.5471553450333575,-0.5386713060131216,0,0,-0.3194870536277497,-0.531651052281852,-0.0083222181874499,0.0727803584991301,0,0,-0.6277626939415897,0,0
26,8.42,0.750913085309182,-0.1747993851493844,0,-1.0765622078272936,0.859393497472075,0,0.2360558307749774,-0.4584496111407545,-0.4377897756070913,0,-0.5862691844116179,-0.1873607249354385,-0.439165561127516,0,-0.2088210410233476,0.0346435243733635,0,0,0,-0.0137978132664442,0,0,0.0134108366691517,-0.5386713060131216,0,0,-0.5353929400268839,-0.5574476560827147,-0.7052301225950146,-0.4229314794634992,0,0,-0.2921317728428442,0,0
27,7.4,-0.3673944848281615,-0.2628166023285092,0,1.0482314949872125,1.44373527343814,0,0.2120033176427498,0.2088948831090837,0.2256745453576323,0,-0.8666641297122305,-0.1850258608358503,-0.3105590362570943,0,-0.4906308129846805,-0.3691607727102182,0,0,0,0.2106949101006418,0,0,1.3466658668158145,0.8381542238760843,0,0,-0.7478717488641271,-0.9517671713244716,-0.3567761703912324,-0.8753412403159636,0,0,-0.3592579570625933,0,0
28,8.71,-0.5680320194704493,-0.4109789179133692,0,0.8193550028833996,-0.0998090404344843,0,1.0899200469690575,-0.3530794278381485,-0.4377897756070913,0,-0.6108984701474824,-0.0037820351053139,-0.2784074050394889,0,-0.1618527456964588,-0.1773537315955168,0,0,0,-0.1194414477921317,0,0,-1.379991036942774,0.126640359436696,0,0,-0.8109299760029217,-0.531651052281852,-0.829677962667794,1.1928176664381602,0,0,-0.5673491281438157,0,0
29,8.59,0.9153700809176148,-0.1161212403633011,0,0.8193550028833996,-0.8752563028800172,0,0.3623315247191724,-0.1423390612329364,-0.2166350019521834,0,0.2937541405352374,-0.0493118850472844,-0.599923717215543,0,-0.6597166761614803,-0.1672586241684273,0,0,0,0.0786403669435322,0,0,-1.379991036942774,-0.0905099758142861,0,0,-0.8109299760029217,1.2962225884649836,0.0912360538707736,-0.93997120615203,0,0,0.1509010430075,0,0
30,6.33,-0.765380414200569,-0.4109789179133692,0,0.8193550028833996,0.859393497472075,0,-0.103685917217738,-0.3530794278381485,-0.3382701274623828,0,-0.2869286346988017,0.037661802662377,-0.0854976177338563,0,-0.1618527456964588,-0.2126866075903302,0,0,0,-0.1194414477921317,0,0,-0.6548874240559925,0.386527728753031,0,0,2.23711280754295,0.6807893263586902,-0.0083222181874499,0.1393492233102783,0,0,-0.2921317728428442,0,0
31,7.48,0.2904334976055699,-0.6324889144808333,0,0.8193550028833996,0.1262099483825783,0,0.3623315247191724,-0.4935730055749564,-0.0839421377592387,0,1.2201941962919916,0.2419429541755172,-0.599923717215543,0,-0.1148844503695699,0.0346435243733635,0,0,0,-0.0137978132664442,0,0,1.3466658668158145,2.383617780077223,0,0,0.006085314751897,3.6488728551036536,-1.143286519651198,-1.9611246663618789,0,0,0.1509010430075,0,0
32,9.05,0.2026134619506669,-0.1649707958977154,0,-0.4548380053960393,-1.2464419593112912,0,2.298558831863496,-0.328493051734207,-0.4377897756070913,0,0.1469257063406597,-0.0493118850472844,-0.5034688235627269,0,-0.1618527456964588,-0.1016404258923452,0,0,0,-0.1194414477921317,0,0,-0.0233455676707313,-0.5386713060131216,0,0,-0.8109299760029217,-0.531651052281852,-0.7385821437345194,1.4190225468643929,0,0,-0.2921317728428442,0,0
33,9.11,-0.0384804936112957,-0.1014517041667803,0,-1.394256443135572,1.3206192388792524,0,-0.8883991581566641,0.0613766264854351,-0.4377897756070913,0,-0.3665001732300566,-0.1886254429893821,-0.2784074050394889,0,-0.0209478597157923,-0.0158320127620841,0,0,0,0.0786403669435322,0,0,0.010069345365526,-0.5213454813920325,0,0,-0.1652685633426538,-0.2884259307308618,-0.4314448744348997,0.0294782813889655,0,0,0.2113146088052741,0,0
34,7.47,-0.5515863199096062,-0.6324889144808333,0,0.8193550028833996,-0.8752563028800172,0,-0.9124516712888918,-0.6867516749630675,-0.68106002662749,0,-0.6108984701474824,0.037661802662377,-0.2784074050394889,0,-0.1618527456964588,-0.0915453184652557,0,0,0,-0.3703450797906397,0,0,-0.3775436458550577,-0.0905099758142861,0,0,-0.4360076907320443,-0.914914880180382,-0.0581013542165615,0.1393492233102783,0,0,-0.5673491281438157,0,0
35,7.42,-0.3180573861456315,-0.3068252109180715,0,0.8193550028833996,-0.2431381552940853,0,-0.3141454071247295,0.0684013053722756,-0.1834617859039472,0,-0.5322742118368378,-0.1328221910092234,-0.0854976177338563,0,-0.4530561767231694,-0.0713551036110766,0,0,0,-0.1194414477921317,0,0,-0.3474702241224262,0.6325544383724947,0,0,0.006085314751897,0.1795981667990739,-0.3069970343621204,-0.3098290392503825,0,0,-0.0303396543858227,0,0
36,7.1,0.224650699362197,-0.2994904428198111,0,-1.394256443135572,0.7638407542323412,0,-0.0706137116609252,1.7016391465626688,0.9444275597360828,0,-0.400602261172023,0.1811586587829036,-0.1208644120732223,0,-0.5000244720500583,-0.3742083264237629,0,0,0,12.51817833234324,0,0,5.610408770242236,-0.5386713060131216,0,0,-0.3366224414372047,-0.1704985990697757,-0.0456565702092839,-0.0189941929880843,0,0,0.2381650824931736,0,0
37,6.59,-0.9265482698968328,0.1625999473705941,0,0.2078790015911211,-2.0108639052291624,0,-0.103685917217738,-0.5638197944433605,-0.4377897756070913,0,0.5713072451740195,-0.0493118850472844,-0.2784074050394889,0,-0.3027576316771252,-0.3691607727102182,0,0,0,-0.1194414477921317,0,0,0.7919783104139448,0.386527728753031,0,0,-0.4360076907320443,-0.531651052281852,1.1365979104821204,1.1928176664381602,0,0,0.513382437794145,0,0
38,8.1,-0.0934091301445123,-0.1259498296149701,0,0.8193550028833996,0.1262099483825783,0,0.3623315247191724,-1.0555473165221887,-0.8358683681859256,0,0.2937541405352374,-0.0493118850472844,-0.599923717215543,0,-0.1148844503695699,-0.041069781329808,0,0,0,-0.1194414477921317,0,0,0.0134108366691517,-0.5213454813920325,0,0,-0.8109299760029217,-0.531651052281852,-0.3069970343621204,0.1393492233102783,0,0,0.1509010430075,0,0
39,7.38,-0.4331772830715344,-0.1601298489528636,0,-0.3865166644695281,0.7344399101585769,0,-0.9124516712888918,-0.1423390612329364,-0.4156742982416005,0,-0.6108984701474824,0.3025715919614916,0.2038670632245925,0,-0.3966942223309029,-0.3691607727102182,0,0,0,-0.1194414477921317,0,0,0.5447079539456413,-0.0905099758142861,0,0,0.2117099684653582,-0.914914880180382,-0.7052301225950146,-0.4229314794634992,0,0,0.1549286140606846,0,0
40,9.49,0.2904334976055699,-0.1307907765598218,0,-1.1585478169391077,2.13281755641699,0,1.4627340005185865,-0.1423390612329364,-0.2166350019521834,0,0.5713072451740195,-0.0037820351053139,-0.2784074050394889,0,-0.4906308129846805,-0.4953496155488374,0,0,0,0.0786403669435322,0,0,0.7385144495559332,0.386527728753031,0,0,1.6082440749359483,0.9276996770240894,-0.949147889137662,-1.4440849396733475,0,0,-0.5673491281438157,0,0
41,9.52,0.5864560897007491,-0.3904415672382401,0,-0.3181953235430169,-0.4121930087182299,0,-0.103685917217738,-0.3355177306210474,0.0598084651164514,0,-1.2427343772944712,0.037661802662377,-0.5034688235627269,0,-0.4530561767231694,-0.3388754504289495,0,0,0,-0.1194414477921317,0,0,-0.2204935545846488,-0.63569592389122,0,0,-0.9637776352632612,-0.531651052281852,-0.2696626823402864,-0.3098290392503825,0,0,0.1549286140606846,0,0
42,5.79,-1.3541364584787583,-0.2774861385250299,0,-0.0585742280222727,0.598461006317417,0,0.2120033176427498,-0.4935730055749564,-0.4820207303380729,0,-0.9045553385366376,-0.2221891144209629,-0.2784074050394889,0,-0.2088210410233476,-0.4701118469811136,0,0,0,-0.6872759833677023,0,0,0.010069345365526,-0.5386713060131216,0,0,-0.5730907932076851,-0.3326486801037692,-0.2074387623038967,-1.5216408986766272,0,0,0.6342095693896933,0,0
43,7.42,-0.2795744491732582,-0.1992975105975741,0,-1.394256443135572,0.4937204993046318,0,-0.9214713637134776,-0.4233262167065524,-0.3338470319892846,0,-0.411969623819345,-0.1498083273337278,-0.1208644120732223,0,-0.4530561767231694,-0.4044936487050315,0,0,0,-0.6212487117891475,0,0,-0.9322312022569276,-0.8574664790411591,0,0,-0.7684342142354732,-0.9860398020884747,-0.4812240104640116,-1.5216408986766272,0,0,0.0502117666778763,0,0
44,8.11,-0.2358288883414151,-0.0867821679702596,0,-0.8442696486771548,-0.2909145269139522,0,0.9636443530248632,-0.3530794278381485,-0.4377897756070913,0,-0.5862691844116179,0.185050098948884,-0.2784074050394889,0,-0.6597166761614803,-0.1773537315955168,0,0,0,-0.1194414477921317,0,0,2.750092214338617,-0.5386713060131216,0,0,-0.4360076907320443,-0.531651052281852,0.041456917841662,0.0941082472250322,0,0,-0.5673491281438157,0,0
45,9.1,0.0273023046320777,-0.1747993851493844,0,0.8193550028833996,0.1262099483825783,0,0.7501782989763427,-0.3882028222723504,-0.4267320369243459,0,1.978018372780134,-0.0037820351053139,0.2038670632245925,0,-0.3027576316771252,-0.2984950207205913,0,0,0,-0.0930305391607098,0,0,1.8980119319140587,0.126640359436696,0,0,0.3282306055696528,0.1980243123711186,-0.2074387623038967,-0.93997120615203,0,0,-0.4867977070801165,0,0
46,7.22,-0.2358288883414151,-0.0574430955772178,0,0.8193550028833996,1.4235221931374271,0,0.3623315247191724,-0.4057645194894514,-0.4377897756070913,0,-0.5368211568957666,-0.0493118850472844,-0.0854976177338563,0,-0.6597166761614803,-0.4196363098456658,0,0,0,-0.1194414477921317,0,0,0.0134108366691517,-0.5386713060131216,0,0,-0.7992779122924923,1.6407915106622202,-0.6454951593600804,0.0941082472250322,0,0,0.1509010430075,0,0
47,10.92,0.1226873620849684,-0.3904415672382401,0,0.8193550028833996,-0.4121930087182299,0,0.148865470670652,3.3700003821872646,4.869924792110699,0,-0.9045553385366376,0.185050098948884,-0.599923717215543,0,-0.3966942223309029,-0.3691607727102182,0,0,0,-0.1194414477921317,0,0,0.0134108366691517,-0.8574664790411591,0,0,-0.8109299760029217,-0.914914880180382,0.0912360538707736,-0.3583015136274324,0,0,0.459681490418346,0,0
48,6.38,-0.422323121361378,-0.1161212403633011,0,0.8193550028833996,0.0288196523882342,0,1.1380250732335129,-0.0369688779303303,-0.150288569855711,0,-0.9096706517279328,0.3019878759365945,-0.2784074050394889,0,0.7963004789720731,0.1709274746390723,0,0,0,0.2106949101006418,0,0,-0.8553769022735358,-0.5218075033819283,0,0,-0.1789768735902179,-0.5390215105106699,-1.3190068698339628,-0.741557211035306,0,0,0.1420403866904932,0,0
49,15.79,2.231026045785078,-0.0574430955772178,0,-1.1585478169391077,-0.173311150618895,0,-0.103685917217738,-0.7043133721801684,-0.4377897756070913,0,-1.2427343772944712,0.037661802662377,-0.2784074050394889,0,-0.6597166761614803,-0.5407775989707404,0,0,0,0.0786403669435322,0,0,2.2288195709730045,-0.8574664790411591,0,0,-0.8109299760029217,-0.531651052281852,0.041456917841662,0.0941082472250322,0,0,-0.5673491281438157,0,0
50,9.51,0.4877818923356892,-0.1601298489528636,0,-0.3181953235430169,-1.6323280377794476,0,0.3623315247191724,-0.1423390612329364,-0.2166350019521834,0,1.409650240414027,-0.0037820351053139,-0.599923717215543,0,-0.3027576316771252,-0.4196363098456658,0,0,0,-0.8589468894719445,0,0,-0.3842266284623091,-0.6287655940427844,0,0,-0.4360076907320443,-0.531651052281852,-0.0083222181874499,0.4948140354086432,0,0,0.1549286140606846,0,0
51,5.01,-1.0910052655052658,-0.3508338195076339,0,0.8193550028833996,-0.173311150618895,0,-0.9214713637134776,0.1807961675617221,-0.0131726101896681,0,0.4150060087733402,0.185050098948884,-0.2784074050394889,0,-0.2276083591541031,-0.3186852355747704,0,0,0,-0.4627832600006163,0,0,-0.3474702241224262,-0.5386713060131216,0,0,-0.1858310287139999,-0.531651052281852,0.3152421660017766,-0.2936715477913663,0,0,-0.536471083402731,0,0
52,9.48,0.4877818923356892,-0.2921556747215508,0,-0.3181953235430169,0.1298850538917991,0,-0.9124516712888918,-0.1423390612329364,-0.2166350019521834,0,-1.2427343772944712,0.037661802662377,2.6313152201538017,0,-0.6597166761614803,-0.1672586241684273,0,0,0,-0.1194414477921317,0,0,-1.092622784830962,-0.0905099758142861,0,0,-0.4360076907320443,-0.914914880180382,2.928646807530144,1.1928176664381602,0,0,-0.5673491281438157,0,0
53,9.98,0.0493395420436077,-0.1259498296149701,0,4.66926256409232,1.737743714175783,0,2.3526769864110086,0.8165296068207782,0.3141364548195956,0,-0.9045553385366376,-0.161871791848267,-0.599923717215543,0,0.0635950718726074,4.259445982610337,0,0,0,-0.1194414477921317,0,0,0.2105588235830692,2.13643601548302,0,0,0.006085314751897,2.5639414038216604,0.0479282055254465,0.1025101427837208,0,0,-0.6277626939415897,0,0
54,7.3,-0.2687202874631015,-0.1307907765598218,0,-0.5504878826931557,-1.224391326255968,0,-0.9124516712888918,-0.1423390612329364,-0.2166350019521834,0,-0.6108984701474824,0.037661802662377,-0.2784074050394889,0,-0.4060878813962806,-0.0965928721788005,0,0,0,-0.0137978132664442,0,0,-0.3775436458550577,-0.6056644945479991,0,0,-0.8109299760029217,-0.531651052281852,-1.621166225530671,-1.4440849396733475,0,0,-0.2921317728428442,0,0
55,7.65,-0.4167315835106912,-1.0403020207441116,0,0.8193550028833996,-0.2651887883494084,0,0.6900470161457738,-0.1423390612329364,-0.2166350019521834,0,-0.5294323711750072,0.047370945876498,-0.3105590362570943,0,-0.3027576316771252,-0.4196363098456658,0,0,0,-0.1194414477921317,0,0,2.349113257903531,-0.5386713060131216,0,0,-0.7382759316908322,-0.531651052281852,0.4894691421036676,-0.2290415819552995,0,0,-0.0236270359638477,0,0
56,6.99,-0.5515863199096062,-0.1014517041667803,0,0.8193550028833996,0.1262099483825783,0,0.3623315247191724,-0.4584496111407545,-0.4377897756070913,0,-0.9045553385366376,0.3025715919614916,-0.2784074050394889,0,-0.1618527456964588,-0.0915453184652557,0,0,0,-0.0402087218978661,0,0,1.3466658668158145,3.465904291407916,0,0,0.2117099684653582,0.043244689565943,-0.3069970343621204,-0.6814513428077643,0,0,-0.0370522728077975,0,0
57,7.03,-0.5680320194704493,-0.2774861385250299,0,0.8193550028833996,-0.6143238117253592,0,0.3623315247191724,-1.0555473165221887,-0.4377897756070913,0,0.5713072451740195,-0.213238802039208,2.6313152201538017,0,-0.6127483808345915,-0.3742083264237629,0,0,0,-0.1194414477921317,0,0,-0.5245692632145895,-0.6449363636891341,0,0,-0.7478717488641271,-0.914914880180382,-0.6454951593600804,-1.4440849396733475,0,0,-0.5673491281438157,0,0
58,7.11,-0.1700460900980419,-0.2334775299354675,0,-0.2088811780605984,-0.2431381552940853,0,0.374357781285286,0.9113627717931236,0.8891388663223562,0,-0.2954541566842933,-0.1875552969437375,0.236018694442198,0,-0.3966942223309029,-0.217734161303875,0,0,0,0.0786403669435322,0,0,-0.8253034805409044,-0.5375162510383823,0,0,2.1857066441145854,0.9405979789245208,-0.4314448744348997,-0.5198764282175984,0,0,-0.5673491281438157,0,0
59,7.46,0.2904334976055699,-0.6324889144808333,0,0.7168729914936322,0.8961445525642803,0,-0.103685917217738,-0.1423390612329364,-0.4377897756070913,0,-1.2427343772944712,0.037661802662377,2.6313152201538017,0,-0.3027576316771252,-0.2682096984393227,0,0,0,0.0786403669435322,0,0,-0.3842266284623091,2.383617780077223,0,0,2.23711280754295,1.6407915106622202,-0.1078804902456736,0.1393492233102783,0,0,0.1509010430075,0,0
